0.020721359,2.506079226,0.253590755,0.238659929,0.032903556,0.052890059,0.248239303,0.001969614,0.029573792,0.166514474,3.038101288,0.194525655,0.390048199,0.192186114,0.01457173,0.018613855,0.302713635,0.185216645,0.019871525,0.656123176,0.093594588,0.069143959,0.020577637,0.088182731,0.100353681,0.093493358,0.079331131,0.048325953,0.061220928,0.5751507,0.062238228,0.115159948,7.661729161,0.077572309,0.129618366,0.668702379,0.218407229,0.522178573,0.676402121,0.407117773,0.142812866,1.239172745,1
0.039835477,3.099665166,0.519935589,0.334058369,0.030858092,0.020738664,0.029751749,0.031886645,0.016363274,0.246890666,12.96815883,0.273830336,0.257278412,0.725778837,0.018887118,0.061020586,0.198025193,0.254534351,0.014934875,0.849189033,0.135634456,0.231085448,0.048468257,0.183280847,0.283623573,0.148457734,0.125438742,0.028873515,0.053056347,0.034332699,0.103855664,0.164027704,8.762527151,0.021117466,0.175259487,0.338473217,0.926372594,0.205432128,0.328505611,0.226423326,0.055715478,1.032525498,1
0.064096,4.313879,0.532228,0.290066,0.094365,0.034626,0.031681,0.02541,0.030941,0.165385,3.435164,0.232073,2.421726,0.224953,0.020803,0.020729,0.262334,0.274899,0.021113,0.659195,0.032189,0.083476,0.024455,0.084352,0.150933,0.113517,0.178377,0.066687,0.028113,0.292751,0.982513,0.111457,9.309359,0.070478,0.157191,0.382423,0.195902,0.208826,0.221531,0.259845,0.092319,1.79317,1
0.056947828,3.26713133,0.498797574,0.187687955,0.125578268,0.049021685,0.054993381,0.032200665,0.044777212,0.288377955,4.465233567,0.363766479,0.318611235,0.224951422,0.012681668,0.010702558,0.194093883,0.224109239,0.029379776,0.743689692,0.036627079,0.142922468,0.026875464,0.124889319,0.125873821,0.115618837,0.242583897,0.024295546,0.029951474,0.145195918,0.114351721,0.227008564,11.53657128,0.030285032,0.227874602,0.462669417,0.061874781,0.303044797,0.31627633,0.31485881,0.125497406,1.711376223,1
0.075230314,3.037903944,0.527571717,0.18665691,0.070419241,0.102327092,0.024215659,0.018765979,0.033337006,0.244809955,0.02860335,0.221986831,0.384215428,0.188085423,0.011870119,0.008700856,0.156847981,0.109112449,0.008643677,0.512531693,0.03624832,0.047677068,0.019208314,0.076097316,0.101493498,0.076204286,0.096856211,0.066901444,0.062966046,0.312271946,0.054004029,0.188192714,8.461325584,0.064124082,0.204958711,0.673597755,0.175023538,0.57514567,0.396328397,0.435574764,0.119909336,1.629589785,1
0.052615627,4.066962474,0.723220874,0.257818377,0.058454943,0.028409552,0.025232138,0.014024369,0.023710859,0.25762895,1.74586643,0.215872005,0.276469729,0.549230295,0.021565822,0.021363767,0.174413182,0.175880791,0.020384158,0.675598003,0.055861145,0.043906041,0.010248907,0.017508475,0.070425381,0.088097575,0.007688033,0,0.022968936,0.211622073,0.071411304,0.113715784,8.414786227,0,0,0.25469283,0.052923672,0.120950545,0.211590502,0.129575792,0.011930298,1.526499045,1
0.070748482,4.838829885,0.88113438,0.287725679,0.064499845,0.099051653,0.047526427,0.028330622,0.025425191,0.326683759,2.475137357,0.30072953,0.337733664,0.321481434,0.015901796,0.021169359,0.272194281,0.185421726,0.015579168,0.465231087,0.065884827,0.051012231,0.037897866,0.207911897,0.135248327,0.085701645,0.12463691,0.041399712,0.045424179,0.681155912,0.072625425,0.075803574,7.811566965,0.021702318,0.151624617,0.702620805,0.442075697,0.32305001,0.419396583,0.439539238,0.161086695,1.208497618,1
0.084727462,3.898770065,0.19672069,0.039897492,0.167628426,0.044381732,0.037634561,0.031222869,0.071803123,0.136079707,3.730373143,0.19569344,0.301806773,0.075121572,0.00934931,0.010058476,0.111587858,0.122949422,0.02836881,0.465954912,0.034274177,0.047554185,0.008324856,0.033654161,0.091144435,0.085924937,0.061128981,0.033895209,0.049612102,0.132788283,0.052222938,0.082155765,7.476150997,0.074318597,0.169402738,0.79800452,0.124928439,0.427741339,0.374561664,0.472331193,0.180077813,1.487628426,1
0.084417191,4.807597789,1.073118359,0.307485526,0.092204883,0.035209823,0.064057764,0.059053587,0.02985897,0.435724081,2.684473696,0.412703727,0.431732691,0.327260568,0.034639938,0.01204535,0.20631144,0.135523149,0.024610055,0.640100901,0.111165302,0.063260276,0.013610006,0.091960583,0.09037967,0.081304135,0.15125803,0.02233535,0.063865312,0.231427229,0.051279077,0.078293457,8.630611464,0.073558185,0.162449212,0.619400509,0.358349382,0.369741803,0.324073256,0.393085985,0.120035643,1.62160008,1
0.104837,4.460419,0.45462,0.073229,0.061737,0.148097,0.049832,0.01131,0.023663,0.223999,1.133691,0.182422,0.276197,0.21956,0.013195,0.010982,0.196153,0.152981,0.023476,0.606603,0.038102,0.04641,0.018961,0.035753,0.114458,0.079032,0.014829,0.021331,0.064191,0.280537,0.064019,0.164805,8.553657,0.071133,0.166533,0.667915,0.28459,0.425868,0.472649,0.311038,0.12613,1.484976,1
